"munA","munB","cdA","cdB","tipo","n_fontes","vias","vdm","od","ibge","prox","peso"
"Arandu","Cerqueira César","3503109","3511409","base",1,2,NA,NA,NA,NA,0.207296933764083
"Águas de Santa Bárbara","Cerqueira César","3500550","3511409","base",2,4,NA,NA,55,NA,0.275426030931432
"Piraju","Cerqueira César","3538808","3511409","base",2,2,NA,NA,98,NA,0.252548177868534
"Motuca","Guariba","3532058","3518602","base",2,2,NA,NA,64,NA,0.234611071613291
"Santa Ernestina","Guariba","3546504","3518602","base",1,5,NA,NA,NA,NA,0.33530507567582
"Jaboticabal","Guariba","3524303","3518602","base",2,5,NA,NA,205,NA,0.347791873622296
"Taquaritinga","Guariba","3553708","3518602","base",1,3,NA,NA,NA,NA,0.260425112870461
"Pradópolis","Guariba","3540903","3518602","base",2,2,NA,NA,63,NA,0.233950081106831
"Mirassol","São José do Rio Preto","3530300","3549805","base",1,4,NA,NA,NA,NA,0.301634530126178
"Guapiaçu","São José do Rio Preto","3517505","3549805","base",1,7,NA,NA,NA,NA,0.388433254782198
"Cedral","São José do Rio Preto","3511300","3549805","base",1,4,NA,NA,NA,NA,0.301634530126178
"Guarujá","Santos","3518701","3548500","base",1,2,NA,NA,NA,NA,0.207296933764083
"Piratininga","Agudos","3539400","3500709","base",1,2,NA,NA,NA,NA,0.207296933764083
"Iaras","Agudos","3519253","3500709","base",1,1,NA,NA,NA,NA,0.132416970958724
"Borebi","Agudos","3507456","3500709","base",2,2,NA,NA,38,NA,0.212833025600817
"Águas de Santa Bárbara","Agudos","3500550","3500709","base",1,3,NA,NA,NA,NA,0.260425112870461
"Lençóis Paulista","Agudos","3526803","3500709","base",2,2,NA,NA,250,NA,0.292211099766887
"Guaíra","Morro Agudo","3517406","3531902","base",1,2,NA,NA,NA,NA,0.207296933764083
"Orlândia","Morro Agudo","3534302","3531902","base",2,7,NA,NA,42,NA,0.307563810269317
"Viradouro","Morro Agudo","3556800","3531902","base",1,1,NA,NA,NA,NA,0.132416970958724
"Avaí","Presidente Alves","3504305","3541109","base",2,4,NA,NA,49,NA,0.27059448527608
"Garça","Presidente Alves","3516705","3541109","base",1,1,NA,NA,NA,NA,0.132416970958724
"Murutinga do Sul","Nova Independência","3532108","3533205","base",1,2,NA,NA,NA,NA,0.207296933764083
"Pindorama","Itajobi","3538105","3521903","base",2,1,NA,NA,36,NA,0.173148682136459
"Borborema","Itajobi","3507407","3521903","base",2,2,NA,NA,21,NA,0.188424795584324
"Marapoama","Itajobi","3528858","3521903","base",2,3,NA,NA,12,NA,0.192559940471782
"Itápolis","Itajobi","3522703","3521903","base",1,2,NA,NA,NA,NA,0.207296933764083
"Santo André","Mogi das Cruzes","3547809","3530607","base",2,1,NA,642.1443461522,NA,NA,0.158686167955735
"Itaquaquecetuba","Mogi das Cruzes","3523107","3530607","base",2,4,NA,25914.2359603322,NA,NA,0.333793885516337
"Suzano","Mogi das Cruzes","3552502","3530607","base",2,4,NA,44611.9030725633,NA,NA,0.347093511379509
"Martinópolis","Indiana","3529203","3520608","base",2,3,NA,NA,217,NA,0.312765727433297
"Presidente Prudente","Indiana","3541406","3520608","base",2,1,NA,NA,290,NA,0.26107527903686
"Paulicéia","Panorama","3536406","3535408","base",2,2,NA,NA,116,NA,0.259670200283041
"São Paulo","Diadema","3550308","3513801","base",2,7,NA,185788.000524166,NA,NA,0.425421758843176
"São Bernardo do Campo","Diadema","3548708","3513801","base",2,6,NA,128049.030023576,NA,NA,0.403978899262115
"Buritizal","Jeriquara","3508207","3525409","base",1,1,NA,NA,NA,NA,0.132416970958724
"Jundiaí","Louveira","3525904","3527306","base",1,9,NA,NA,NA,NA,0.429642672037915
"Itatiba","Louveira","3523404","3527306","base",2,2,NA,NA,28,NA,0.200202315088838
"Pindamonhangaba","Tremembé","3538006","3554805","base",1,8,NA,NA,NA,NA,0.410185038481178
"Santo Antônio do Aracanguá","Auriflama","3548054","3504206","base",2,4,NA,NA,27,NA,0.245875063851194
"Pompéia","Oriente","3540002","3534104","base",2,3,NA,NA,255,NA,0.319616104820498
"Marília","Oriente","3529005","3534104","base",2,4,NA,NA,236,NA,0.336933068859094
"Aparecida d'Oeste","Marinópolis","3502606","3529104","base",1,3,NA,NA,NA,NA,0.260425112870461
"Cafelândia","Guaimbê","3508801","3517307","base",2,1,NA,NA,14,NA,0.13465669259964
"Marília","Guaimbê","3529005","3517307","base",2,3,NA,NA,95,NA,0.277800378262005
"Júlio Mesquita","Guaimbê","3525805","3517307","base",1,4,NA,NA,NA,NA,0.301634530126178
"Buritizal","Ituverava","3508207","3524105","base",2,3,NA,NA,14,NA,0.198660763555509
"Ribeirão Corrente","Ituverava","3543105","3524105","base",1,2,NA,NA,NA,NA,0.207296933764083
"Jeriquara","Ituverava","3525409","3524105","base",2,2,NA,NA,21,NA,0.188424795584324
"Marília","Echaporã","3529005","3514700","base",2,5,NA,NA,56,NA,0.293015890372502
"Campos Novos Paulista","Echaporã","3509809","3514700","base",1,2,NA,NA,NA,NA,0.207296933764083
"Oscar Bressane","Echaporã","3534500","3514700","base",1,4,NA,NA,NA,NA,0.301634530126178
"Capela do Alto","Alambari","3510302","3500758","base",1,2,NA,NA,NA,NA,0.207296933764083
"Sarapuí","Alambari","3551108","3500758","base",1,5,NA,NA,NA,NA,0.33530507567582
"Aspásia","Santana da Ponte Pensa","3503950","3547205","base",1,5,NA,NA,NA,NA,0.33530507567582
"Santa Rita d'Oeste","Santana da Ponte Pensa","3547403","3547205","base",1,3,NA,NA,NA,NA,0.260425112870461
"Jacupiranga","Cananéia","3524600","3509908","base",2,4,NA,NA,14,NA,0.219265472183367
"Iguape","Cananéia","3520301","3509908","base",1,1,NA,NA,NA,NA,0.132416970958724
"Pariquera-Açu","Cananéia","3536208","3509908","base",2,4,NA,NA,70,NA,0.285544051486722
"Itapura","Castilho","3523008","3511003","base",2,2,NA,NA,63,NA,0.233950081106831
"São João do Pau d'Alho","Castilho","3549300","3511003","base",1,1,NA,NA,NA,NA,0.132416970958724
"Nova Independência","Castilho","3533205","3511003","base",1,4,NA,NA,NA,NA,0.301634530126178
"Casa Branca","Aguaí","3510807","3500303","base",2,3,NA,NA,97,NA,0.278679441027367
"Pirassununga","Aguaí","3539301","3500303","base",3,4,7097,NA,13,NA,0.217512798229813
"Barretos","Colômbia","3505500","3512100","base",2,8,NA,NA,110,NA,0.35886989057991
"Piedade","Votorantim","3537800","3557006","base",2,6,14095,NA,NA,NA,0.326913925543231
"Alumínio","Votorantim","3501152","3557006","base",1,1,NA,NA,NA,NA,0.132416970958724
"Motuca","Rincão","3532058","3543709","base",2,1,NA,NA,45,NA,0.182430894751819
"Guatapará","Rincão","3518859","3543709","base",2,3,NA,NA,38,NA,0.239397115154006
"São Carlos","Rincão","3548906","3543709","base",1,1,NA,NA,NA,NA,0.132416970958724
"Piratininga","Bauru","3539400","3506003","base",1,10,NA,NA,NA,NA,0.447244242619461
"Avaí","Bauru","3504305","3506003","base",2,4,NA,NA,77,NA,0.289552790862104
"Agudos","Bauru","3500709","3506003","base",2,4,NA,NA,524,NA,0.370840745762336
"Martinópolis","Regente Feijó","3529203","3542404","base",1,4,NA,NA,NA,NA,0.301634530126178
"Presidente Prudente","Regente Feijó","3541406","3542404","base",2,6,NA,NA,506,NA,0.400422689165147
"Anhumas","Regente Feijó","3502408","3542404","base",2,4,NA,NA,109,NA,0.30420881446007
"Indiana","Regente Feijó","3520608","3542404","base",2,5,NA,NA,63,NA,0.297954152062699
"Pirapozinho","Sandovalina","3539202","3545506","base",2,1,NA,NA,26,NA,0.15971582126939
"Pontes Gestal","Riolândia","3540309","3544202","base",1,2,NA,NA,NA,NA,0.207296933764083
"Cordeirópolis","Limeira","3512407","3526902","base",2,6,NA,NA,432,NA,0.393696335796305
"Santa Bárbara d'Oeste","Limeira","3545803","3526902","base",1,5,NA,NA,NA,NA,0.33530507567582
"Iracemápolis","Limeira","3521408","3526902","base",1,8,NA,NA,NA,NA,0.410185038481178
"Piacatu","Gabriel Monteiro","3537701","3516507","base",2,4,NA,NA,70,NA,0.285544051486722
"Urânia","São Francisco","3555802","3549003","base",1,2,NA,NA,NA,NA,0.207296933764083
"Ferraz de Vasconcelos","Poá","3515707","3539806","base",2,1,NA,28109.1177266313,NA,NA,0.251175635460952
"Itaquaquecetuba","Poá","3523107","3539806","base",2,4,NA,30538.2567605076,NA,NA,0.337813748945652
"Suzano","Poá","3552502","3539806","base",2,8,NA,48136.9526109533,NA,NA,0.403230734930494
"Lorena","Canas","3527207","3509957","base",1,7,NA,NA,NA,NA,0.388433254782198
"Lorena","Cachoeira Paulista","3527207","3508603","base",2,1,NA,NA,658,NA,0.295923532147785
"Cruzeiro","Cachoeira Paulista","3513405","3508603","base",3,11,10728,NA,728,NA,0.397830763268714
"Canas","Cachoeira Paulista","3509957","3508603","base",2,6,NA,NA,265,NA,0.372923755970053
"Lorena","Piquete","3527207","3538501","base",2,2,NA,NA,278,NA,0.296719920067129
"Cachoeira Paulista","Piquete","3508603","3538501","base",1,2,NA,NA,NA,NA,0.207296933764083
"Juquiá","Tapiraí","3526100","3553500","base",3,3,3226,NA,36,NA,0.204527035563768
"Piedade","Tapiraí","3537800","3553500","base",2,3,NA,NA,145,NA,0.295674637030743
"Miracatu","Tapiraí","3529906","3553500","base",1,3,NA,NA,NA,NA,0.260425112870461
"Rio Claro","Ipeúna","3543907","3521101","base",2,6,NA,NA,130,NA,0.342726821476359
"Itu","Sorocaba","3523909","3552205","base",3,10,18278,NA,372,NA,0.391592039511501
"Porto Feliz","Sorocaba","3540606","3552205","base",3,9,10078,NA,154,NA,0.340472412382446
"Alumínio","Sorocaba","3501152","3552205","base",1,4,NA,NA,NA,NA,0.301634530126178
"Iperó","Sorocaba","3521002","3552205","base",2,2,NA,NA,204,NA,0.283580342239232
"Votorantim","Sorocaba","3557006","3552205","base",1,15,NA,NA,NA,NA,0.516441396693936
"Coroados","Clementina","3512506","3511904","base",2,4,NA,NA,14,NA,0.219265472183367
"Gabriel Monteiro","Clementina","3516507","3511904","base",1,1,NA,NA,NA,NA,0.132416970958724
"Dolcinópolis","Turmalina","3514205","3555307","base",2,5,NA,NA,14,NA,0.236100744958188
"Vitória Brasil","Turmalina","3556958","3555307","base",1,2,NA,NA,NA,NA,0.207296933764083
"Barueri","Carapicuíba","3505708","3510609","base",2,2,NA,47892.8108986354,NA,NA,0.301662189833985
"Osasco","Carapicuíba","3534401","3510609","base",2,7,NA,57133.8336952528,NA,NA,0.396550042067895
"Mogi Mirim","Artur Nogueira","3530805","3503802","base",2,2,NA,NA,84,NA,0.246047979183584
"Holambra","Artur Nogueira","3519055","3503802","base",2,3,NA,NA,249,NA,0.31860499734292
"Limeira","Artur Nogueira","3526902","3503802","base",2,4,NA,NA,42,NA,0.264164447941307
"São João das Duas Pontes","Estrela d'Oeste","3549201","3515202","base",1,4,NA,NA,NA,NA,0.301634530126178
"Guarani d'Oeste","Estrela d'Oeste","3518008","3515202","base",1,1,NA,NA,NA,NA,0.132416970958724
"Fernandópolis","Estrela d'Oeste","3515509","3515202","base",2,6,NA,NA,133,NA,0.343692138949781
"Turmalina","Estrela d'Oeste","3555307","3515202","base",1,1,NA,NA,NA,NA,0.132416970958724
"Cerquilho","Tatuí","3511508","3554003","base",2,3,NA,NA,114,NA,0.285499219322147
"Quadra","Tatuí","3541653","3554003","base",2,5,NA,NA,48,NA,0.286568455349808
"Cesário Lange","Tatuí","3511607","3554003","base",2,7,NA,NA,113,NA,0.34913094700593
"Capela do Alto","Tatuí","3510302","3554003","base",2,2,NA,NA,246,NA,0.291526217027606
"Guareí","Tatuí","3518503","3554003","base",2,1,NA,NA,24,NA,0.156434738612114
"Iperó","Tatuí","3521002","3554003","base",2,1,NA,NA,154,NA,0.2342208099947
"Santa Rita do Passa Quatro","Porto Ferreira","3547502","3540705","base",2,7,NA,NA,191,NA,0.371355416298112
"Descalvado","Porto Ferreira","3513702","3540705","base",2,7,NA,NA,187,NA,0.370457845595121
"Pirassununga","Porto Ferreira","3539301","3540705","base",2,5,NA,NA,463,NA,0.382410254365662
"Marabá Paulista","Caiuá","3528700","3509106","base",1,2,NA,NA,NA,NA,0.207296933764083
"Presidente Epitácio","Caiuá","3541307","3509106","base",2,9,NA,NA,77,NA,0.353556861817972
"Panorama","Caiuá","3535408","3509106","base",1,1,NA,NA,NA,NA,0.132416970958724
"Itariri","Pedro de Toledo","3523305","3537206","base",2,3,NA,NA,1004,NA,0.377919565528519
"Iguape","Pedro de Toledo","3520301","3537206","base",2,1,NA,NA,14,NA,0.13465669259964
"Miracatu","Pedro de Toledo","3529906","3537206","base",2,9,NA,NA,171,NA,0.387270453057654
"Garça","Lupércio","3516705","3527801","base",2,2,NA,NA,28,NA,0.200202315088838
"Murutinga do Sul","Guaraçaí","3532108","3517802","base",2,5,NA,NA,49,NA,0.287429758050901
"Mirandópolis","Guaraçaí","3530102","3517802","base",2,6,NA,NA,56,NA,0.307249910687768
"Nova Independência","Guaraçaí","3533205","3517802","base",1,2,NA,NA,NA,NA,0.207296933764083
"Valparaíso","Lavínia","3556305","3526506","base",2,7,NA,NA,77,NA,0.332952153190114
"Mirandópolis","Lavínia","3530102","3526506","base",2,6,NA,NA,70,NA,0.316613344576808
"Flórida Paulista","Lavínia","3516002","3526506","base",1,1,NA,NA,NA,NA,0.132416970958724
"Arujá","Santa Isabel","3503901","3546801","base",3,7,NA,7466.3781449985,1161,NA,0.400415519686341
"Guarulhos","Santa Isabel","3518800","3546801","base",3,1,NA,1207.719838592,111,NA,0.218862772478179
"Jacareí","Santa Isabel","3524402","3546801","base",2,1,NA,NA,393,NA,0.273994266703587
"Mogi das Cruzes","Santa Isabel","3530607","3546801","base",3,1,NA,2220.0863236852,1214,NA,0.296552245957333
"Aparecida","Potim","3502507","3540754","base",1,2,NA,NA,NA,NA,0.207296933764083
"Pindamonhangaba","Potim","3538006","3540754","base",1,2,NA,NA,NA,NA,0.207296933764083
"Jacareí","São José dos Campos","3524402","3549904","base",1,8,NA,NA,NA,NA,0.410185038481178
"Caçapava","São José dos Campos","3508504","3549904","base",1,11,NA,NA,NA,NA,0.463313217587557
"Santo Antônio do Pinhal","São Bento do Sapucaí","3548203","3548609","base",2,4,NA,NA,70,NA,0.285544051486722
"São José do Rio Preto","Ipiguá","3549805","3521150","base",2,4,NA,NA,215,NA,0.332977502093834
"Iacanga","Arealva","3519105","3503406","base",1,7,NA,NA,NA,NA,0.388433254782198
"Bauru","Arealva","3506003","3503406","base",2,5,NA,NA,57,NA,0.293757353124946
"Murutinga do Sul","Andradina","3532108","3502101","base",2,4,NA,NA,56,NA,0.276180617597681
"Pereira Barreto","Andradina","3537404","3502101","base",2,5,NA,NA,96,NA,0.315682156713184
"Nova Independência","Andradina","3533205","3502101","base",2,4,NA,NA,56,NA,0.276180617597681
"Castilho","Andradina","3511003","3502101","base",2,6,NA,NA,294,NA,0.377335381687717
"Marília","Ocauçu","3529005","3533700","base",2,6,NA,NA,84,NA,0.324286070454718
"Campos Novos Paulista","Ocauçu","3509809","3533700","base",2,7,NA,NA,26,NA,0.287723963181127
"Lupércio","Ocauçu","3527801","3533700","base",2,5,NA,NA,70,NA,0.302379324261543
"Promissão","Ubarana","3541604","3555356","base",2,3,NA,NA,28,NA,0.226766404642028
"José Bonifácio","Ubarana","3525706","3555356","base",2,6,NA,NA,80,NA,0.322231068625427
"Mairiporã","Nazaré Paulista","3528502","3532405","base",2,5,NA,NA,24,NA,0.257878790970662
"Santa Isabel","Nazaré Paulista","3546801","3532405","base",2,1,NA,NA,70,NA,0.200935271902995
"Maracaí","Paraguaçu Paulista","3528809","3535507","base",2,7,NA,NA,72,NA,0.330127740906373
"João Ramalho","Paraguaçu Paulista","3525607","3535507","base",2,1,NA,NA,92,NA,0.212442763982226
"Borá","Paraguaçu Paulista","3507209","3535507","base",2,4,NA,NA,44,NA,0.266102646865591
"Nova Campina","Itapeva","3532827","3522406","base",2,5,NA,NA,150,NA,0.334550209746506
"Capão Bonito","Itapeva","3510203","3522406","base",2,3,NA,NA,173,NA,0.303154546404491
"Buri","Itapeva","3508009","3522406","base",2,6,NA,NA,129,NA,0.342400129964664
"Taquarivaí","Itapeva","3553856","3522406","base",2,18,NA,NA,197,NA,0.452539746576054
"Paranapanema","Itapeva","3535804","3522406","base",1,1,NA,NA,NA,NA,0.132416970958724
"São José dos Campos","Joanópolis","3549904","3525508","base",1,1,NA,NA,NA,NA,0.132416970958724
"Icém","Orindiúva","3519808","3534203","base",2,2,NA,NA,38,NA,0.212833025600817
"Jacupiranga","Eldorado","3524600","3514809","base",2,4,NA,NA,101,NA,0.300989698432396
"Cajati","Eldorado","3509254","3514809","base",1,5,NA,NA,NA,NA,0.33530507567582
"Registro","Eldorado","3542602","3514809","base",2,3,NA,NA,120,NA,0.287667467935963
"Taiaçu","Pirangi","3553104","3539004","base",1,1,NA,NA,NA,NA,0.132416970958724
"Bebedouro","Pirangi","3506102","3539004","base",2,3,NA,NA,52,NA,0.252473956969611
"Paraíso","Pirangi","3535705","3539004","base",2,4,NA,NA,2,NA,0.150650251488669
"Vista Alegre do Alto","Pirangi","3556909","3539004","base",2,2,NA,NA,69,NA,0.237770519284605
"Ariranha","Pirangi","3503703","3539004","base",2,1,NA,NA,28,NA,0.162762333686159
"Garça","Vera Cruz","3516705","3556602","base",2,3,NA,NA,245,NA,0.317917352860186
"Marília","Vera Cruz","3529005","3556602","base",2,6,NA,NA,247,NA,0.369936563214531
"Ocauçu","Vera Cruz","3533700","3556602","base",1,3,NA,NA,NA,NA,0.260425112870461
"Barretos","Jaborandi","3505500","3524204","base",2,3,NA,NA,28,NA,0.226766404642028
"Morro Agudo","Jaborandi","3531902","3524204","base",2,2,NA,NA,28,NA,0.200202315088838
"Fernandópolis","Meridiano","3515509","3529609","base",2,6,NA,NA,130,NA,0.342726821476359
"Coroados","Birigui","3512506","3506508","base",2,8,NA,NA,56,NA,0.330455871775181
"Tabatinga","Ibitinga","3552700","3519600","base",2,6,NA,NA,48,NA,0.300802475665073
"Itaju","Ibitinga","3522000","3519600","base",2,2,NA,NA,28,NA,0.200202315088838
"Borborema","Ibitinga","3507407","3519600","base",2,4,NA,NA,6,NA,0.186773129690716
"Boa Esperança do Sul","Ibitinga","3506706","3519600","base",1,2,NA,NA,NA,NA,0.207296933764083
"Itápolis","Ibitinga","3522703","3519600","base",2,3,NA,NA,82,NA,0.271596948549544
"Iacanga","Ibitinga","3519105","3519600","base",2,3,NA,NA,72,NA,0.266123669950504
"Paranapuã","Mesópolis","3535903","3529658","base",2,2,NA,NA,27,NA,0.198706265670146
"Capão Bonito","Sete Barras","3510203","3551801","base",1,2,NA,NA,NA,NA,0.207296933764083
"Juquiá","Sete Barras","3526100","3551801","base",1,3,NA,NA,NA,NA,0.260425112870461
"Registro","Sete Barras","3542602","3551801","base",2,5,NA,NA,229,NA,0.352490167805065
"Eldorado","Sete Barras","3514809","3551801","base",2,6,NA,NA,19,NA,0.262599524751707
"São Carlos","Américo Brasiliense","3548906","3501707","base",1,2,NA,NA,NA,NA,0.207296933764083
"Pindorama","Catanduva","3538105","3511102","base",1,9,NA,NA,NA,NA,0.429642672037915
"Palmares Paulista","Catanduva","3535101","3511102","base",2,3,NA,NA,105,NA,0.28202492404985
"Catiguá","Catanduva","3511201","3511102","base",2,6,NA,NA,219,NA,0.364829074630396
"Paraíso","Catanduva","3535705","3511102","base",2,1,NA,NA,48,NA,0.18512440299126
"Itajobi","Catanduva","3521903","3511102","base",2,2,NA,NA,146,NA,0.269401559076163
"Juquitiba","São Lourenço da Serra","3526209","3549953","base",2,4,NA,1587.1419702582,NA,NA,0.265427465414275
"Alfredo Marcondes","Presidente Bernardes","3500808","3541208","base",1,4,NA,NA,NA,NA,0.301634530126178
"Santo Anastácio","Presidente Bernardes","3547700","3541208","base",2,8,NA,NA,165,NA,0.376027878435142
"Álvares Machado","Presidente Bernardes","3501301","3541208","base",2,11,NA,NA,75,NA,0.369284720806625
"Ribeirão dos Índios","Presidente Bernardes","3543238","3541208","base",1,1,NA,NA,NA,NA,0.132416970958724
"Mogi Mirim","Mogi Guaçu","3530805","3530706","base",1,5,NA,NA,NA,NA,0.33530507567582
"Leme","Mogi Guaçu","3526704","3530706","base",1,1,NA,NA,NA,NA,0.132416970958724
"Itapira","Mogi Guaçu","3522604","3530706","base",2,3,NA,NA,26,NA,0.223719892225259
"Estiva Gerbi","Mogi Guaçu","3557303","3530706","base",1,10,NA,NA,NA,NA,0.447244242619461
"Aguaí","Mogi Guaçu","3500303","3530706","base",2,7,NA,NA,26,NA,0.287723963181127
